duration,packets,bytes,failed_logins
224.83570765056163,19.308678494144075,5518.150830480554,0.3046059712816051
188.2923312638332,18.8293152152541,6263.370252405914,0.15348694583058176
176.52628070325238,22.712800217929825,4629.26584575003,-0.09314595071405138
212.0981135783017,10.43359877671101,3620.065733989574,-0.11245750584819454
149.35844398327882,21.571236662976368,4273.580739583032,-0.2824607402670583
273.2824384460777,18.871118497567323,5054.022563750339,-0.28494963724269134
172.78086377374086,20.55461294854933,4079.205138062158,0.0751396036691344
169.96806550405975,18.541531251033618,4518.634710216483,0.37045563690178757
199.3251387631033,14.711445355220498,5658.035929682551,-0.24416872999420447
210.44317975023776,10.201649380601122,3937.4511608812554,0.039372247173824704
236.92332899977052,20.85684140594985,4907.481374089408,-0.06022073911785776
126.07390048162863,16.400778958026457,4631.48898323217,0.21142444524378315
217.18091447842306,11.18479922318633,5259.267175515836,-0.07701645608326331
166.15389998470206,23.05838144420434,5824.79961799676,0.18625602382323972
158.03912383886808,18.453938120743928,5265.010745122851,0.19510902542447184
176.0412881077355,19.071705116680914,4114.932020795178,-0.23924132481613417
240.6262911197099,26.781200142854114,4942.391902735733,0.20070657957840485
218.0818012523817,16.77440122697438,5289.116484406732,0.30760731329319385
198.20869804450243,27.82321827907003,2904.2039167282046,0.16438050087504477
204.35235341190855,18.504963247670663,5073.408621228402,-0.3975137829201786
189.01640560812442,21.78556285755873,6182.315235793213,-0.10365404365472948
159.5753198553406,17.491214782077318,5732.321694161659,0.0657502219319369
173.51198981164805,22.56633716556678,5077.662039478432,0.19372899810657784
164.89734530613237,18.361689267011158,4686.313477494274,-0.2927029896264237
214.8060138532288,21.305276360899448,5004.090765313968,-0.046917426675029385
129.23146289747928,17.896773386173205,4725.828386778584,-0.1604554538443238
191.93571441669954,22.020254284072692,6508.948720968424,0.03491556256636779
212.8775195361382,19.627770421169163,3464.983027760767,-0.005302775089843376
203.01151049705132,32.316210562426434,4846.111228175102,0.0603094684667225
198.26441151473784,14.156609811902339,5914.2582516120165,0.15038660653735483
239.55159735215233,15.453062726026305,6122.235448748879,-0.2803702125584562
229.34285469001352,30.952278129049894,4207.57093989545,-0.11325954592055439
204.98256825438207,17.482621729419005,3759.469255147094,0.013712594961205466
146.88481431369476,22.36796215317591,4264.460612612957,0.3099868810035079
160.83733538318813,18.38969241897162,5650.813773895736,-0.24617286328679105
211.37299673020647,26.53571377141214,3714.013412351018,0.036926771706460845
212.99413971242117,23.90911435888655,4010.4394312975346,-0.26409132261685525
226.09707828084487,21.48492336616593,5200.3942802767015,0.06928964189939514
165.99876392107547,21.161268485805017,5234.457978638945,-0.14287028360527357
293.28872555723785,22.36916460455894,4046.957202237881,0.13131072172676594
151.26591648863393,23.93542301871226,5926.876463205923,-0.1641364636703421
248.16880646221608,22.06390463468249,5657.6481279955915,0.3793585965307895
187.73059419985648,16.23131917821255,4288.388456299581,-0.16316205699308767
196.1449145292948,21.70575987408322,5221.352639464015,0.16543664980720477
200.65009459389535,27.267670385786584,4788.274533409635,0.5440338333179238
231.28336738825033,15.714212217918586,4143.2860015511105,0.09649448304863706
188.82686073370746,23.57000247046046,5378.590099658836,-0.014565782531374555
157.66031409657975,12.425763876570677,4642.7880383463835,0.1712797588646945
210.7046872065102,13.77130610644006,5138.544740680945,0.07706347594576736
155.80712818994334,20.76862552972764,5046.5669747568,-0.22859405956612464
217.88936801741417,22.80392263184117,5866.440994540221,0.2107604104069806
131.11653160214544,15.310874800424386,5412.028213766927,0.10275719018244177
225.7523843153024,39.26365745327361,5456.712408554534,0.2271131280361198
247.70008817466012,23.25695625652899,4747.784604287724,0.15179384409865349
161.35873927312142,18.815906966299956,4611.709161736717,0.016374827877264513
315.73292833367543,10.66367403704126,5549.008152299611,-0.32254317423793033
